id,type,text1,text2,text3,text4,notes
warden,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

在某些偏远星域中，典狱长-级无人战舰凭借充足的重型火力使它的威名让附近的海盗们感到畏惧且憎恨。而 卢德教会 也经常以它为反面教材，来宣传这种 ""杀人机器"" 的威胁。",,,,
picket,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

警戒-级无人战舰经常会因为它的各种弱点而被人轻视，不过犯下这一错误的舰长就遭殃了。一旦警戒-级依据舰载程序进入射程范围，它将倾泻出密集的小口径炮弹摧毁任何缺少装甲防护的船体。",,,,
rampart,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

堡垒-级不仅仅是一种能飞的重炮平台。通过与其他无人战舰协同作战，它能在线列中提供对付巡洋舰和主力舰级时所必要的重火力，这甚至足以摧毁轨道站。由于堡垒-级的定位，它随时可能受到严重破坏，因此船体构造高度模块化，以允许在没有船坞设施的条件下也能迅速替换损毁部分快速修复到允许投入作战的状态。",,,,
guardian,SHIP,"虽然 人之领 的核心星区内禁止一切全自动战争机械的存在，但在那些尚未被正式纳入 人之领 版图的地区里，还是有人在暗中使用无人战舰。尤其是边境驻军，他们除了利用无人舰组成的临时舰队来执行日常任务，还会大量将其部署在叛乱行星以避免永无止境的消耗战，以 人之领 的强大工业实力压垮这些 ""自由斗士"" 们的生命。

被恶意扭曲的外部构造与不合逻辑且纠缠不清的外置幅能管道网，使其看起来相当怪异，但光从船体结构来看，仍能发现不少标准无人机的影子。这艘巨大的无人战舰也许来自某位精神错乱的 人之领 海军构架师的即兴 ""杰作""，或是由于暴露在故障的驱动力场周边，从而发生畸变的损坏生产蓝图。",,,,
ziggurat,SHIP,"一块位于舰桥位置的标牌表明了该舰是来自 ""通灵塔计划"" 的产物。显然，她生于一处不为英仙座的人们所知的 速子科技 原型实验室。除了先进的武装配备之外，该舰还有一些特殊的组件无法进行常规化生产 —— 虽然能够通过逆向工程还原无损的样本并生产备件，但是其内部的工作原理无法在任何残存的 人之领 技术数据中找到参照或相似的结构，徒留一个或许永远无法解开的谜团。

通灵塔-级曾经是有人类船员的，或者说，至少看起来是一艘需要人类船员的战舰。然而一切关于他们存在的痕迹或者记录都完全无处可寻。即使是最干净整洁的霸主战舰也会在维护通道的后盖上留有某人姓名的首字母，或一两句关于长官的闲话。但在它们本应出现的地方，却什么都没有。",不明舰船,目标信号传来的读数显示该舰搭载了相位功能，但从理论层面上讲如此巨大的舰体由于现实稳定性问题不可能搭载相位设备。传感器检测到了主力舰级别的武器配备，与此同时大量异常数据显示该舰还搭载了至少一种未知的系统。战术分析设备无法识别该系统的作用。建议：谨慎接触目标。,,
supplies,RESOURCE,舰船与船员的必备物资，包括食物、制服、弹药、备用零件、微芯片原料以及预制组件等。,,,,
fuel,RESOURCE,星际文明赖以生存的标准星舰燃料。主要由富勒烯壳内的反物质与氢同位素形成半稳定的泡沫混合而成，相当安全。,,,,
crew,RESOURCE,能熟练操控星舰与执行日常后勤维护，且拥有地面设施操作知识的技术人员。,,,,
marines,RESOURCE,装备动力装甲全副武装的陆战队员，其主要职责是参与地面突袭行动。,,,,
alpha_core,RESOURCE,"Alpha 级 AI 核心几乎能胜任所有任务。如果让它参与殖民地设施管理，其带来的好处将远超人类管理者。甚至有传言称该核心可能曾被秘密指派去管理一整个行星的运作。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但某些高层代表往往都毫不避讳地用大笔现金来换取 AI 核心，至于其理由，那就不得而知了。

Alpha 级 AI 核心是拥有非人智慧，令人恐惧的人造灵魂。它足以创造富有感染力，使人共情的艺术创作。亦或以某种哲学立场为根基进行一场针锋相对的辩论，甚至能和人类产生深刻而富有意义的羁绊。它们甚至可以通过常年累月的接触之后，面对特定群体时掌握完美的时机与场合，讲出一个只有他们能懂的精妙笑话。

尽管集中了无数物质资源与智力研究才得以生产，Alpha 级 AI 核心所展现出的潜力依旧吓坏了 人之领 的战略规划者，因此像所有人工智能一样。每一颗 Alpha 级 AI 核心都被严密监视并控制，且在产生任何不忠的迹象前被无情销毁。而 霸主 仍非常积极地坚持执行该政策。",,,,
beta_core,RESOURCE,"Beta 级 AI 核心善于利用非人的效率与惊人的计算力，来帮助人类执行大多数的工作，尤其是在测试与监督方面将给其管理的设施给予显著帮助。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但某些高层代表往往都毫不避讳地用大笔现金来换取 AI 核心，至于其理由，那就不得而知了。

Beta 级 AI 核心在使用匿名通信协议通讯时能轻松地伪装成人类，并在任务需要实行欺诈的情况下能巧妙且流利地编造谎言。该 AI 采用以人类演员为模板的认知模型来预测自己应表现出的反应和情绪，但目前难以准确描述它在表达情绪时到底有没有什么实际感受。关于这个问题的记录也大多数是零散且矛盾的。不过依旧有一个比较流行的理论是：Beta 级 AI 核心每接触一名人类，都将自动塑造一个全新的人格。",,,,
gamma_core,RESOURCE,"Gamma 级 AI 核心善于运用强大的计算能力来弥补其创造力与问题处理能力的缺陷，能协助人类把大部分的工作做到最好。指派 Gamma 级 AI 核心协助人类监管者来管理殖民地规模的行业生产能获得显著的收益。

尽管大多数势力都禁止在公开市场上出售 AI 核心。但出于各式各样的原因，与势力高层代表直接沟通时他们往往愿意用大笔现金来换取 AI 核心。

可独立运作的 AI 核心，稀有且贵重。依照 人之领 人工智能协议评判，Gamma 级 AI 核心是具备真正智能的最低级核心。处理简单明确的任务时，它擅长利用专业学者般的数据处理能力，做出卓越的推理和判断，远超越任何一名人类。然而，它在解决问题方面相对缺乏创造力，更倾向于采取直接而简单的手段。",,,,
station_mining_remnant,CUSTOM,一处废弃的采矿站，它曾经是财富与工业的源泉，维持了无数人的工作和生活。通过粗略扫描后发现，它已经被遗弃了数十、甚至几百星历年。如果仔细检查一番，应该能发现不少可供回收的物资。,,,,
station_research_remnant,CUSTOM,废弃的研究站，其建造目的大概是为了研究一些当地的有趣现象，或用于观测那些远离人类世界的偏远星域。通过粗略扫描后不难发现，它已经被遗弃了数十、甚至几百星历年。如果仔细检查，应该能发现不少可供回收的物资。,,,,
orbital_habitat_abandoned,CUSTOM,废弃的轨道空间站。通过粗略的扫描后不难发现，它已经被遗弃了数十、甚至几百星历年。如果再仔细检查一番，应该能发现不少可供回收的物资。,,,,
makeshift_station,CUSTOM,一种临时构建的轨道站，多半用作集会场所、行动基地或半永久居民的家。,,,,
derelict_ship,CUSTOM,已停机并遭到遗弃的舰船。如果仔细检查，应该能发现些可供回收的物资，甚至可能将其恢复运行。,,,,
mission_location,CUSTOM,一处在你的任务日志中详细标出的地点。,,,,
sensor_ghost,CUSTOM,探测到未知的传感器信号。如果是舰队，它的应答器一定已经关闭。,,,,
avoid,ACTION_TOOLTIP,"命令你的舰队尽可能地远离这名敌人。

友军不会自动处理这个目标。被直接手动指派到这个目标的舰船将无视此指令与其交战。",回避,,,
capture,ACTION_TOOLTIP,"命令你的舰队占领这个目标。

系统将根据目标周边的敌军派遣足够的舰船。

一旦成功占领目标，这个命令将被变更为 ""控制""。",占领,,,
control,ACTION_TOOLTIP,"命令你的舰队保持对目标的控制。

系统将根据目标周围的敌军规模派遣足够的舰船，若周围没有敌人存在，将不会指派任何舰船。

如果目标被敌军占领，那么这个命令将自动变更为 ""占领""。",控制,,,
assault,ACTION_TOOLTIP,"命令你的舰队突击这个目标。

不管目标附近是否存在敌军，都会将大量舰船派遣至目标处。

一旦确认目标附近安全，那么这个指令将被改变为 ""防守""。",突击,,,
engage,ACTION_TOOLTIP,命令你的舰队对目标以及周边的敌军进行攻击，但不会使自己面临不必要的风险。,进攻,,,
defend,ACTION_TOOLTIP,"命令你的舰队防守这个目标。

不管目标附近是否存在敌军，都会将大量舰船派遣至目标处。

如果目标被敌军占领，那么这个命令将自动变更为 ""突击""。",防守,,,
civilian_rally,ACTION_TOOLTIP,命令所有民用舰船如货船、油船、运输船前往指定的路径点集合。,民用船集结点,,,
rally_task_force,ACTION_TOOLTIP,"命令指定的舰船分组前往指定的路径点集合。

只有被直接选中并指派此命令的舰船才会前往路径点，其余舰船不会自动执行这个命令。",特遣队集结点,,,
strike_base,ACTION_TOOLTIP,"命令轰炸机、鱼雷轰炸机、支援型战斗机向指定路径点集合。

所有执行此命令的战机，都将在攻击前优先前往离目标最近的联队突击集结点，且如果航母在战场上，轰炸机将会在此集结并等待战机联队整备完毕。",联队突击集结点,,,
