id,type,text1,text2,text3,text4,notes
planet_eventide,CUSTOM,"Eventide is a nearly tidally-locked world that was found to otherwise be an ideal candidate for terraforming. Just one day passes on Eventide per year, or near enough, leading to extreme winter-night and summer-day with mild twilight periods between. Judicious employment of stellar mirrors and shades allows ideal conditions to prevail in large pockets of carefully maintained territory where the majority of the population is settled in leased urban cantons surrounded by vast aristocratic estate-plantations.",,"Leading families of Eventide sponsor the solar mirrors and shades which maintain islands of habilitability. The disgraced and poor, meanwhile, live in the twilight peripheries where the harsh climactic shifts of the slow summer-day/winter-night seasonal cycle must be endured in full force. Culturally conservative, planetary media concerns itself mostly with the social rituals and machinations of leading families. The prevailing ethos of Eventide lends itself to providing a disproportionate number of officers to the Hegemony military. ",,
planet_coatl,CUSTOM,"This barren moon of Tlalocan is wormed through with tunnels, bunkers, hangars, silos, and batteries; it forms a key Hegemony military base which controls the Aztlan system without being so close to Chicomoztoc as to get caught up in the local politics.",,,,
station_coatl,CUSTOM,"Built around the core of a seedship from the first great migration wave to the Sector, Coatl Bastion has changed roles and names more times than any outsider cares to review. At present it hosts the Hegemony military C3 center and training facilities for the Aztlan system.",,,,
planet_zorrah,CUSTOM,"This entire moon of rocky-ice bears scars visible from orbit due to exploitation. It has traditionally been chartered to one megacorporation or another to feed the industrial maw of Chicomoztoc, which always hungers yet is never satisfied.",,,,
planet_hanan_pacha,CUSTOM,"A crematory world laid to waste by forbidden planet-cracker weapons, the ashes of the millions of dead are still suspended in the atmosphere by planet-wide storms fed by anthropogenic volcanism.",,"Hanan Pacha was razed by forbidden planet-cracker weapons during the course of the Second AI War (which did not, of course, itself involve AI as the First AI War did, but rather concerned the right to perform inspections into alleged development of AI). The issue of investigation into the details of said forbidden weapon deployment was dropped due to certain other concessions made during the peace arrangement.",,
planet_killa,CUSTOM,"This moon still bears the scars of war. The domes of its major metropolitan center are ripped open, the ejecta of debris still scattered in radiating patterns laid bare to hard vacuum. ",,"Vague IR readings from otherwise unremarkable terrain hint at camouflaged habitation beneath the regolith. There are definitely survivors hiding inside Killa, though no organized polity maintains open relations with the outside world, and if the slagged hulls of tramp freighters are any indication, the locals aren't very welcoming.",,
planet_viscacha,CUSTOM,"A captured body from the outer system with a thick, toxic atmosphere, this moon is named both for its quick orbit and an amusingly shaped basin in the southern hemisphere.",,,,
planet_qaras,CUSTOM,A habitable if cold world terraformed post-Collapse by stranded elements of the Eridani-Utopia Corporation using in-place infrastructure and stockpiles. The appeal of Qaras never quite matched the radiance of Hanan Pacha until the latter was shockingly razed during the Second AI War.,,"During the early colonial era of the Sector, Qaras and its orbital bases were a major volatiles/organics collection and processing center operated by Eridani-Utopia. After the Second AI War the entire Yma binary system was declared a demilitarized zone. Qaras, which managed to avoid devastation, was promptly seized by a shaky alliance of rogue mercenaries and brigands. It’s not quite been worth the logistical and legal conflicts for the Hegemony to mount a repossession effort. Yet.",,
planet_donn,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals.",,,,
planet_balar,CUSTOM,"Balar is an ice giant composed mostly of water, ammonia and methane. The icy cloud-cover whorls almost placidly but for a single great dark storm over the southern pole. Little effort has been put toward investigating this anomaly.",,,,
planet_cethlenn,CUSTOM,"A frozen world of ammonia rivers, plateaus of water ice, and methane glaciers. Charged particles caught in Balar's magnetic field create fantastic aurora in the thin atmosphere of Cethlenn. Seasonally occupied organics extraction rigs are served by the sole permanent settlement of Cethlenn, a city built upon a unique arc of erratic rocky promontories.",,,,
planet_ena,CUSTOM,"Oddly dense and rocky among its sibling moons, Ena's surface is crisscrossed by trails of frozen gases which erupt from numerous geysers heated by tidal stress. A thin but visible atmosphere feeds the torus of charged particles caught in Balar's powerful magnetosphere.",,,,
planet_crom_cruach,CUSTOM,"This world is barren and unremarkable but for prevalence of otherwise unusual sulphur compounds of little economic value. During the colonization of the Hybrasil system mining combines established extensive works to extract ore for the hungry furnaces of Culann. The Collapse however saw Crom Cruach's civil administration implode in the battles, both political and literal, to exert influence over this strategic point near the best jump-point to the inner system.",,,,
